"ESTUDIO","CUES","CCAA","PROV","MUN","CAPITAL","TAMUNI","ENTREV","TIPO_TEL","SEXO","EDAD","P0","P1","P2","P3","P4","P4A_1","P4A_2","P4A_3","P4A_4","P4A_5","P4A_6","P4A_9","P4B","P4C","P4D","P4E","P4F","P4G_1","P4G_2","P4G_3","P4G_4","P4G_5","P4G_9","P4H_1","P4H_2","P4H_3","P4H_4","P4H_5","P4H_6","P4H_9","P4I","P5","P5A_1","P5A_2","P5A_3","P5A_4","P5B_1","P5B_2","P5B_3","P5B_4","P6","P6A","P7","P8","P9","P10","P11_1","P11_2","P12","P13_1","P13_2","P14_1","P14_2","P15","P16","P17_1","P17_2","P17_3","P18_1","P18_2","P18_3","P19_1","P19_2","P19_3","P19_4","P19_5","P20","P21","P22","INTENCIONG","ESCIDEOL","ESCIDEOLPOLI_1","ESCIDEOLPOLI_2","ESCIDEOLPOLI_3","ESCIDEOLPOLI_4","ESCIDEOLPOLI_5","P27_1","P27_2","P27_3","P27_4","P27_5","PARTICIPACIONG","FIDEVOTO","P31","ESCUELA","NIVELESTENTREV","RELIGION","ECIVIL","SITLAB","CNO11","CLASESOCIAL","IA_E1_DIA","IA_E1_MES","IA_E1_ANYO","IA_E2","IA_E3","IA_E4","P4A_7","P4A_8","P4A_10","P4A_11","VOTOSIMG","ESTUDIOS","CLASESUB"
3292,2188,1,4,0,3,3,0,1,2,48,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,3,2,2,4,3,2,5,4,2,6,3,3,1,4,2,6,53,11,6,1,8,7,1,4,1,8,3,4,6,3,5,5,8,1,10,5,5,2,1,4,8,1,3,3,3,6,2,1,7,NA,3,4,9,20,5,13,1,NA,NA,NA,NA,4,4,2
3292,570,1,4,13,2,5,0,2,2,65,1,1,1,1,1,2,2,2,2,2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,NA,2,3,2,1,8,9,2,5,3,2,1,10,5,9,3,3,53,11,50,97,99,99,8,4,8,1,5,2,3,99,5,5,98,98,98,98,98,8,5,98,8,5,1,1,1,3,6,6,4,2,NA,4,2,9,20,3,13,2,2,2,2,1,99,4,3
3292,792,1,4,13,2,5,0,2,2,22,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,2,1,2,8,5,3,1,4,5,1,1,2,2,5,5,2,53,8,51,9,6,8,1,4,1,1,1,4,3,2,0,7,1,5,1,5,5,1,5,5,1,5,7,1,2,3,11,2,2,6,NA,3,2,9,20,3,18,3,NA,NA,NA,NA,1,6,2
3292,817,1,4,13,2,5,0,2,2,19,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,3,1,2,7,1,4,6,1,3,2,2,53,8,1,1,97,99,6,3,1,5,4,3,3,97,1,1,10,1,5,6,10,4,2,1,3,2,4,1,4,3,4,3,2,4,NA,3,2,9,20,3,17,3,NA,NA,NA,NA,2,3,2
3292,1407,1,4,13,2,5,0,2,2,47,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,1,2,8,3,2,2,5,2,3,2,1,5,5,2,51,6,8,22,11,16,4,3,3,1,3,3,3,6,5,5,6,9,2,10,5,5,3,1,3,5,5,3,3,3,6,2,2,1,4,4,3,9,20,4,17,1,NA,NA,NA,NA,77,4,3
3292,1508,1,4,13,2,5,0,2,1,38,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,2,5,3,2,7,5,1,2,6,3,2,4,2,13,96,99,9,7,1,1,1,1,1,1,4,4,97,5,5,2,9,1,10,6,1,1,1,1,1,1,3,4,3,7,1,1,4,NA,3,3,9,20,4,13,2,NA,NA,NA,NA,97,5,2
3292,1603,1,4,13,2,5,0,2,2,37,1,1,1,1,1,1,2,2,2,2,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,5,3,2,2,3,2,6,9,1,3,5,2,51,96,50,22,6,8,1,1,1,1,1,4,3,3,4,10,1,5,1,10,3,1,5,10,1,3,7,3,3,3,11,6,1,1,3,3,3,9,20,4,17,2,2,2,2,2,18,6,2
3292,2106,1,4,13,2,5,0,2,1,38,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,3,2,3,2,1,2,3,8,5,3,2,10,3,3,8,3,2,51,6,22,53,1,98,5,2,4,1,2,2,3,1,2,1,4,9,2,10,9,6,2,1,7,2,1,3,2,3,8,6,2,1,3,3,3,9,20,4,17,4,NA,NA,NA,NA,21,6,2
3292,1957,1,4,13,2,5,0,2,2,43,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,1,1,5,3,8,2,5,2,7,6,3,1,5,2,53,51,1,53,22,13,1,1,1,1,1,4,4,97,5,99,99,99,99,99,99,1,1,1,1,1,1,3,3,3,9,2,1,1,2,3,3,9,20,4,21,3,NA,NA,NA,NA,96,6,2
3292,2011,1,4,13,2,5,0,2,2,60,1,2,3,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,2,2,5,3,2,6,5,2,8,97,1,3,5,2,18,13,51,11,1,93,4,5,1,5,1,4,3,2,0,6,3,7,1,8,6,2,6,7,1,5,1,2,1,3,2,1,1,1,9,3,3,9,20,4,23,3,2,2,2,2,1,2,2
3292,1202,1,4,0,3,2,0,2,1,51,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,1,2,NA,2,1,NA,3,1,1,5,1,8,4,2,2,2,6,3,2,4,4,11,50,9,8,97,99,1,1,1,1,2,4,4,6,3,4,3,7,1,10,6,1,1,1,1,3,1,1,1,3,6,5,5,1,7,5,2,9,20,3,15,4,NA,NA,NA,NA,4,4,4
3292,10,1,4,0,3,2,0,2,1,64,1,2,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,5,3,2,6,4,2,98,99,3,8,5,3,11,8,53,6,8,12,5,3,97,97,5,4,4,97,5,5,4,2,98,98,5,4,4,97,97,4,1,3,1,3,1,4,1,2,NA,5,1,9,20,2,19,3,NA,NA,NA,NA,97,1,4
3292,1938,1,4,0,3,2,0,2,2,62,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,2,2,3,2,3,1,7,4,1,2,9,9,2,4,4,50,8,53,97,99,99,8,4,8,1,4,2,4,1,2,1,4,9,1,10,8,8,1,1,10,4,1,1,1,3,5,4,5,4,NA,4,3,9,20,4,19,3,NA,NA,NA,NA,21,5,3
3292,2029,1,4,0,3,2,0,2,2,34,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,NA,2,1,2,5,3,2,2,5,2,1,2,3,5,5,3,24,53,8,16,97,99,1,5,1,6,3,4,3,3,4,10,3,7,1,10,4,1,6,8,1,1,1,2,1,3,13,1,2,4,NA,3,3,9,20,4,21,3,NA,NA,NA,NA,18,6,2
3292,1402,1,4,0,3,3,0,2,1,45,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,1,3,5,2,10,2,3,9,3,2,8,13,6,53,9,13,7,6,6,8,7,3,3,2,0,6,98,8,98,98,98,7,8,98,98,98,4,3,1,3,4,2,1,1,5,5,3,9,20,4,21,1,NA,NA,NA,NA,1,3,4
3292,724,1,4,0,3,2,0,2,1,58,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,2,1,2,1,5,3,2,2,6,2,5,8,1,5,5,2,24,11,1,97,99,99,1,5,2,4,4,4,2,2,0,6,1,8,1,10,6,1,6,5,1,6,1,3,1,3,9,2,1,1,3,3,2,9,20,3,17,2,NA,NA,NA,NA,1,6,2
3292,2783,1,4,0,3,2,0,2,2,81,1,2,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,8,1,NA,2,NA,8,98,2,2,4,8,1,98,99,2,98,99,9,1,5,2,53,1,13,97,99,99,6,10,1,97,98,4,2,2,0,10,98,10,98,7,6,5,9,97,1,6,1,1,1,3,2,1,1,2,NA,3,5,9,20,6,22,4,NA,NA,NA,NA,1,2,2
3292,336,1,4,0,3,3,0,2,2,31,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,4,NA,1,2,2,1,1,1,3,7,2,6,4,3,1,2,2,11,50,46,7,9,29,8,1,9,1,1,1,4,4,2,3,4,8,1,10,6,8,3,1,8,5,1,2,3,3,7,5,2,1,3,3,1,9,20,2,21,4,NA,NA,NA,NA,21,5,2
3292,518,1,4,0,3,3,0,2,1,60,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,1,2,2,4,1,2,2,3,2,2,1,3,5,4,3,51,16,13,1,6,18,3,3,1,3,4,3,3,1,1,4,5,7,2,9,6,4,3,1,1,3,1,2,1,3,6,2,1,1,4,3,2,9,20,3,29,2,NA,NA,NA,NA,2,4,2
3292,2069,1,4,0,3,2,0,2,2,35,1,2,1,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,98,2,8,8,3,8,4,5,2,2,3,9,5,3,9,1,16,98,93,20,98,98,98,98,98,98,8,8,98,5,98,98,98,98,98,98,98,98,98,98,98,1,1,3,3,11,2,2,1,3,2,3,9,20,4,15,4,NA,NA,NA,NA,99,6,1
3292,1121,1,4,0,3,3,0,2,2,42,2,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,98,1,1,2,1,2,4,5,2,10,1,2,4,2,4,1,8,11,53,97,99,10,98,98,98,98,3,3,1,1,7,2,98,98,98,98,10,99,98,98,98,6,9,9,3,6,3,1,1,6,3,2,9,20,3,15,3,NA,NA,NA,NA,2,4,2
3292,1711,1,4,0,3,3,0,2,1,70,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,98,2,1,2,3,2,5,3,2,6,8,98,99,3,4,1,6,30,6,12,98,8,1,3,2,2,1,3,98,1,2,1,8,8,10,8,10,4,1,5,3,1,1,1,2,NA,1,5,2,NA,4,3,9,20,4,17,2,NA,NA,NA,NA,2,1,3
3292,66,1,4,0,3,4,0,2,2,72,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,8,1,2,2,NA,2,2,2,1,8,3,2,98,99,2,8,98,9,1,4,3,19,1,8,53,12,22,1,1,1,1,3,3,3,98,5,98,99,99,99,99,99,5,5,1,1,8,1,2,1,1,NA,1,1,2,NA,5,1,9,20,2,16,3,2,2,2,2,96,1,4
3292,353,1,4,0,3,4,0,2,1,32,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,3,3,2,1,5,3,1,4,2,1,3,6,8,4,4,2,21,96,8,53,8,88,2,4,1,3,3,4,3,2,0,7,4,7,1,10,5,1,4,3,1,3,1,2,3,3,11,1,2,1,3,3,2,9,20,3,17,1,NA,NA,NA,NA,1,6,2
3292,653,1,4,0,3,4,0,2,2,20,1,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,3,2,2,3,3,2,5,97,2,8,3,3,1,3,3,22,6,11,22,6,1,7,7,5,5,7,3,2,6,3,7,5,6,3,8,6,7,7,5,5,8,1,3,2,3,4,3,1,4,NA,98,2,9,20,3,14,2,NA,NA,NA,NA,4,3,8
3292,1381,1,4,0,3,4,0,2,1,58,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,3,2,2,2,3,1,3,5,2,6,1,1,6,5,2,50,53,8,53,8,99,7,2,4,1,5,2,4,1,1,5,4,8,2,10,6,7,2,1,4,5,1,3,3,3,5,4,3,2,NA,3,3,9,20,4,22,1,NA,NA,NA,NA,2,5,2
3292,1640,1,4,0,3,4,0,2,1,21,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,3,8,3,5,2,8,7,6,5,4,2,90,97,99,1,20,99,6,98,5,3,4,3,3,97,2,4,7,8,6,10,7,3,6,1,5,3,1,3,1,3,6,4,2,1,7,2,3,9,20,4,19,2,NA,NA,NA,NA,21,4,1
3292,385,1,4,0,3,3,0,2,2,71,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,8,3,2,98,99,2,98,99,98,99,3,3,9,53,98,97,99,99,98,98,98,98,98,2,3,98,1,5,5,10,1,10,5,8,3,98,98,98,1,1,1,3,2,2,1,2,NA,5,2,9,20,3,22,1,NA,NA,NA,NA,2,2,4
3292,2337,1,4,0,3,3,0,2,2,42,2,3,3,1,1,2,1,2,2,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,1,1,1,NA,1,1,2,2,1,2,3,2,3,5,2,98,99,9,5,4,3,53,8,94,94,8,53,9,98,7,98,98,1,3,1,1,5,9,6,6,98,98,8,6,98,7,98,4,3,4,3,6,2,1,1,6,3,4,9,20,5,22,3,2,2,2,2,2,4,2
3292,1366,1,4,0,3,2,0,2,2,46,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,1,1,1,2,1,1,5,3,2,1,2,2,7,97,1,3,4,4,8,1,99,8,99,99,2,6,1,6,2,4,2,2,0,10,1,8,1,10,5,1,8,8,1,2,1,3,3,3,4,2,1,1,9,3,3,9,20,4,14,1,NA,NA,NA,NA,1,3,2
3292,158,1,4,0,3,4,0,2,2,37,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,1,1,2,3,2,2,4,2,5,1,1,3,4,4,6,16,1,6,22,98,8,5,1,4,4,2,3,1,1,10,98,98,98,98,98,10,5,4,4,4,1,1,1,3,2,1,2,4,NA,5,1,9,20,2,22,3,NA,NA,NA,NA,2,2,4
3292,1917,1,4,0,3,4,0,2,2,51,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,2,1,1,5,3,2,8,6,5,4,4,2,94,46,19,97,99,99,10,8,8,1,5,2,3,1,1,3,3,7,3,10,6,10,8,1,8,5,1,2,2,3,4,1,1,8,NA,3,3,9,20,4,22,3,NA,NA,NA,NA,2,3,2
3292,2094,1,4,0,3,4,0,2,2,37,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,2,1,1,1,1,2,5,3,2,1,7,2,2,6,1,5,5,5,50,16,8,1,6,8,1,2,1,1,1,4,4,97,5,6,5,5,98,5,5,1,1,1,1,1,1,3,3,3,6,2,1,4,NA,4,3,9,20,4,14,4,NA,NA,NA,NA,18,4,3
3292,2220,1,4,0,3,4,0,1,2,73,1,3,8,99,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,2,3,8,99,99,2,8,99,98,99,2,2,96,11,18,97,99,99,10,5,5,1,98,1,4,1,1,4,98,98,98,98,98,10,5,1,4,98,1,1,1,3,1,2,1,2,NA,3,4,9,20,5,22,2,NA,NA,NA,NA,2,1,2
3292,2342,1,4,0,3,4,0,2,2,48,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,NA,1,3,2,2,2,3,2,1,7,2,1,3,3,5,3,2,21,96,94,97,99,99,8,5,5,4,6,2,3,97,5,4,3,8,3,9,5,7,5,5,3,5,1,2,4,3,9,2,1,1,4,3,4,9,20,5,20,3,NA,NA,NA,NA,96,6,2
3292,1567,1,11,0,3,2,0,2,2,20,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,2,2,4,3,2,3,97,2,8,4,3,1,5,2,46,8,97,29,97,99,1,1,1,97,97,3,3,98,5,4,3,6,98,98,98,10,1,97,98,97,4,3,4,3,7,2,2,6,NA,3,3,9,20,4,18,2,NA,NA,NA,NA,1,5,2
3292,1627,1,11,0,3,2,0,2,1,27,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,1,3,3,2,3,7,2,1,2,5,3,4,4,53,13,16,1,8,6,5,5,5,5,5,2,2,97,5,5,5,5,5,5,5,5,5,1,5,5,4,4,3,3,7,2,2,1,3,5,3,9,20,4,15,2,NA,NA,NA,NA,77,5,4
3292,505,1,11,4,3,5,0,2,2,28,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,3,4,3,2,4,3,2,1,2,9,1,3,3,94,13,97,22,8,53,5,5,1,3,4,3,4,1,1,99,1,10,98,3,4,99,99,99,99,99,5,5,6,3,2,3,1,4,NA,6,2,9,20,3,19,2,2,2,2,2,2,2,5
3292,1212,1,11,4,3,5,0,2,2,20,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,1,2,1,3,1,8,4,5,2,2,4,3,8,4,2,53,1,8,1,53,8,8,6,10,9,6,3,2,4,2,7,10,1,10,1,1,7,6,7,10,8,4,3,5,3,4,1,2,4,NA,3,2,9,20,3,14,4,NA,NA,NA,NA,21,3,2
3292,2440,1,11,4,3,5,0,2,1,54,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,3,2,2,5,3,2,4,5,1,5,6,1,3,4,2,13,18,1,29,1,97,4,6,1,98,98,4,3,97,5,99,98,98,98,98,98,1,5,4,1,4,1,2,1,3,13,2,1,1,3,4,4,9,20,5,15,3,NA,NA,NA,NA,18,6,3
3292,1510,1,11,4,3,5,0,2,2,65,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,2,5,8,2,4,97,2,1,98,3,98,4,3,11,51,13,53,6,22,1,1,1,1,1,8,3,2,5,7,98,98,98,98,98,99,99,99,99,99,1,1,1,3,2,1,1,3,NA,3,3,9,20,4,15,2,NA,NA,NA,NA,1,2,2
3292,1945,1,11,4,3,5,0,2,1,53,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,1,1,2,1,4,3,1,2,7,2,6,10,1,3,4,2,46,13,96,53,8,29,4,4,3,3,3,3,3,97,5,5,3,6,2,8,6,4,4,4,2,5,1,3,1,3,6,2,5,1,1,3,3,9,20,4,31,3,NA,NA,NA,NA,2,4,2
3292,2836,1,11,0,3,3,0,2,1,22,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,3,2,1,4,1,8,4,2,2,1,10,4,3,4,2,96,90,19,22,97,99,5,5,5,1,4,3,3,98,5,98,3,7,2,10,6,5,5,1,5,4,7,3,8,3,10,6,2,6,NA,3,6,9,20,7,23,2,NA,NA,NA,NA,2,6,2
3292,2024,1,11,0,3,3,0,2,2,37,1,2,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,1,1,1,NA,1,1,3,1,1,2,3,1,3,4,2,10,1,4,8,4,2,12,53,1,53,8,9,5,5,5,5,5,3,4,1,5,4,5,5,5,5,5,5,5,5,5,5,1,3,3,3,9,2,2,1,5,3,3,9,20,4,23,3,NA,NA,NA,NA,97,6,2
3292,213,1,11,12,2,5,0,2,1,44,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,1,1,2,4,3,1,2,3,2,8,4,1,9,4,4,53,1,98,1,53,99,6,5,4,4,4,2,2,1,1,6,4,6,4,6,5,6,6,5,5,5,1,3,3,3,6,1,1,1,5,4,1,9,20,2,16,3,NA,NA,NA,NA,2,4,3
3292,2276,1,11,12,2,5,0,2,1,42,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,2,4,1,1,2,4,1,2,10,2,1,4,2,51,1,22,51,1,22,5,3,3,1,4,3,3,1,5,5,5,8,1,10,6,5,4,1,1,5,5,3,1,3,11,2,2,1,2,3,4,9,20,5,13,2,NA,NA,NA,NA,1,6,2
3292,968,1,11,12,2,5,0,2,1,31,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,1,2,3,1,4,3,1,6,7,3,5,5,5,96,11,13,1,9,53,7,1,8,1,3,2,4,4,2,2,5,9,2,10,9,5,1,1,6,2,1,3,1,3,10,6,1,4,NA,12,2,9,20,3,27,3,NA,NA,NA,NA,21,6,5
3292,1397,1,11,12,2,5,0,2,1,47,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,1,1,5,3,1,4,5,2,8,1,1,9,4,4,1,6,13,1,53,22,5,6,1,3,6,4,4,2,3,6,1,7,1,10,5,5,8,3,1,8,1,3,3,3,4,2,1,4,NA,4,3,9,20,4,14,1,NA,NA,NA,NA,4,3,3
3292,2142,1,11,12,2,5,0,2,1,53,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,8,5,1,1,2,5,2,1,4,3,2,5,4,1,53,90,1,6,51,5,4,4,4,4,3,4,1,1,1,5,7,3,6,6,10,1,1,10,1,5,1,5,3,2,1,1,2,NA,5,3,9,20,4,29,4,NA,NA,NA,NA,2,2,4
3292,2489,1,11,12,2,5,0,1,1,70,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,3,2,2,5,3,1,2,3,2,1,9,3,2,5,2,13,53,1,51,98,99,1,2,1,2,8,4,3,96,5,5,2,6,1,7,6,1,2,2,1,8,1,3,1,3,11,1,1,2,NA,3,4,9,20,5,21,3,NA,NA,NA,NA,4,6,2
