"ESTUDIO","CUES","CCAA","PROV","MUN","CAPITAL","TAMUNI","ENTREV","TIPO_TEL","SEXO","EDAD","P0","P1","P2","P3","P4","P4A_1","P4A_2","P4A_3","P4A_4","P4A_5","P4A_6","P4A_9","P4B","P4C","P4D","P4E","P4F","P4G_1","P4G_2","P4G_3","P4G_4","P4G_5","P4G_9","P4H_1","P4H_2","P4H_3","P4H_4","P4H_5","P4H_6","P4H_9","P4I","P5","P5A_1","P5A_2","P5A_3","P5A_4","P5B_1","P5B_2","P5B_3","P5B_4","P6","P6A","P7","P8","P9","P10","P11_1","P11_2","P12","P13_1","P13_2","P14_1","P14_2","P15","P16","P17_1","P17_2","P17_3","P18_1","P18_2","P18_3","P19_1","P19_2","P19_3","P19_4","P19_5","P20","P21","P22","INTENCIONG","ESCIDEOL","ESCIDEOLPOLI_1","ESCIDEOLPOLI_2","ESCIDEOLPOLI_3","ESCIDEOLPOLI_4","ESCIDEOLPOLI_5","P27_1","P27_2","P27_3","P27_4","P27_5","PARTICIPACIONG","FIDEVOTO","P31","ESCUELA","NIVELESTENTREV","RELIGION","ECIVIL","SITLAB","CNO11","CLASESOCIAL","IA_E1_DIA","IA_E1_MES","IA_E1_ANYO","IA_E2","IA_E3","IA_E4","P4A_7","P4A_8","P4A_10","P4A_11","VOTOSIMG","ESTUDIOS","CLASESUB"
3292,2115,10,3,0,3,3,0,2,2,29,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,2,2,3,3,2,8,1,3,1,4,7,1,10,1,3,5,4,2,11,1,90,1,8,9,6,2,5,1,5,1,3,7,2,4,6,8,2,10,7,5,2,1,4,5,1,3,3,3,13,4,2,4,NA,3,3,9,20,4,16,4,NA,NA,NA,NA,7,6,2
3292,2315,10,3,0,3,3,0,1,2,75,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2,5,99,2,1,98,9,99,4,2,98,99,99,11,1,99,1,5,1,1,97,2,3,96,0,98,98,5,98,98,98,5,6,4,3,97,1,2,5,3,1,1,3,7,NA,6,4,9,20,5,22,2,NA,NA,NA,NA,1,1,5
3292,2502,10,3,0,3,3,0,1,2,66,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,3,NA,1,2,2,5,7,1,2,4,2,10,8,3,5,4,2,46,46,96,1,29,99,3,4,3,4,4,4,3,96,4,6,98,6,98,8,4,5,5,6,4,6,1,3,3,3,11,1,1,2,NA,3,4,9,20,5,45,3,NA,NA,NA,NA,18,6,2
3292,2492,10,3,0,3,3,0,1,2,75,1,2,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,8,1,98,99,2,1,2,98,99,4,2,1,53,98,6,35,98,8,1,98,98,5,1,4,1,1,4,4,98,98,98,98,8,1,1,98,5,1,1,1,3,2,2,3,2,NA,6,4,9,20,5,23,3,NA,NA,NA,NA,2,2,5
3292,2283,10,3,0,3,3,0,2,1,40,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,NA,3,1,2,2,3,2,3,5,2,1,3,1,3,4,2,8,53,13,8,97,99,6,4,4,1,1,2,3,1,1,2,5,7,3,7,7,5,4,2,3,2,1,2,5,3,13,2,1,1,2,3,4,9,20,5,15,2,NA,NA,NA,NA,2,6,2
3292,1821,10,3,0,3,3,0,2,1,44,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,8,2,3,1,5,3,2,98,99,10,1,3,2,53,9,16,53,9,22,7,4,6,4,6,2,3,1,1,3,3,8,5,9,5,7,5,5,6,7,1,2,1,3,4,5,1,1,7,3,3,9,20,4,17,3,NA,NA,NA,NA,2,3,2
3292,1585,10,3,0,3,3,0,2,2,67,1,2,1,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,NA,1,3,2,1,2,1,2,98,99,2,10,1,98,99,8,3,51,13,6,53,97,99,10,1,8,1,5,2,4,1,1,98,98,98,98,98,98,10,2,1,8,5,1,1,1,3,2,2,1,2,NA,4,3,9,20,4,19,2,NA,NA,NA,NA,2,2,3
3292,2004,10,3,0,3,3,0,2,2,52,1,2,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,8,4,3,1,2,4,2,1,8,3,5,4,2,1,11,13,13,99,99,5,2,1,1,9,3,3,6,3,98,98,98,98,98,6,1,2,2,1,8,1,3,1,3,4,5,2,1,5,98,3,9,20,4,16,3,NA,NA,NA,NA,4,3,8
3292,2316,10,3,0,3,3,0,2,2,60,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,4,2,8,4,3,2,3,5,2,4,3,1,9,4,5,50,98,99,97,99,99,1,2,1,98,98,4,4,98,5,99,98,98,98,98,98,1,98,98,98,98,5,3,8,3,4,2,1,4,NA,4,4,9,20,5,15,2,NA,NA,NA,NA,2,3,3
3292,2569,10,3,0,3,3,0,1,2,60,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,4,3,2,8,2,3,1,3,2,1,98,99,5,1,4,3,46,18,98,9,53,98,9,4,6,1,5,2,4,1,1,3,2,8,1,10,6,8,4,1,6,5,1,1,1,3,6,2,2,1,4,3,4,9,20,5,18,4,NA,NA,NA,NA,2,4,2
3292,2613,10,3,0,3,3,0,1,1,24,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,2,2,2,2,1,2,5,3,1,6,7,2,3,2,1,3,4,2,13,50,51,51,8,50,1,1,1,1,2,4,3,6,3,5,3,7,1,10,5,1,3,1,1,7,1,3,1,3,4,2,1,1,5,2,5,9,20,6,18,1,NA,NA,NA,NA,4,3,1
3292,187,10,3,65,3,5,0,1,2,55,1,1,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,8,3,3,1,5,3,1,9,10,1,3,4,2,13,1,8,6,8,98,7,4,5,2,98,2,3,1,1,4,4,8,2,10,6,7,4,2,3,4,1,2,1,3,11,2,1,1,2,3,1,9,20,2,16,3,NA,NA,NA,NA,2,6,2
3292,248,10,3,65,3,5,0,2,1,35,1,2,2,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,8,3,1,3,4,2,8,7,5,98,4,2,94,8,98,16,8,98,98,98,98,98,98,2,2,99,5,99,99,99,99,99,99,99,99,99,99,99,1,3,3,3,13,9,2,1,1,2,1,9,20,2,14,3,NA,NA,NA,NA,99,6,1
3292,424,10,3,65,3,5,0,2,1,40,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,5,1,1,2,1,2,3,2,2,1,5,3,53,1,8,53,8,51,1,2,1,5,5,4,1,2,0,7,1,8,1,10,4,1,10,7,1,5,1,3,1,3,9,1,1,1,5,3,2,9,20,3,16,1,NA,NA,NA,NA,1,6,2
3292,938,10,3,65,3,5,0,2,2,55,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,8,1,2,2,4,3,1,98,99,2,9,98,5,2,3,2,1,9,53,53,1,9,99,99,99,99,99,4,3,2,5,8,1,6,1,5,98,1,6,5,1,99,1,1,1,3,7,2,1,1,4,3,2,9,20,3,16,3,NA,NA,NA,NA,99,5,2
3292,865,10,3,65,3,5,0,2,1,60,1,3,3,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,1,2,2,3,1,2,5,4,2,10,5,1,3,3,3,51,11,8,6,98,99,7,1,7,1,1,3,4,1,2,3,3,8,1,10,9,7,1,1,7,1,1,3,1,3,6,4,1,2,NA,98,2,9,20,3,15,3,NA,NA,NA,NA,21,4,8
3292,1408,10,3,65,3,5,0,2,2,33,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,4,2,2,5,3,2,97,99,2,1,10,9,3,4,4,51,53,6,11,53,6,1,1,1,1,1,4,4,97,5,5,1,4,1,6,5,1,1,1,1,1,1,2,5,3,4,2,2,4,NA,12,3,9,20,4,14,1,NA,NA,NA,NA,97,3,5
3292,1423,10,3,65,3,5,0,2,2,65,1,1,1,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,1,2,2,4,3,2,7,5,2,98,99,98,99,4,4,96,90,99,12,6,20,4,4,1,1,1,4,4,97,5,5,2,8,1,10,7,2,2,1,1,1,1,3,3,3,9,5,1,1,4,4,3,9,20,4,24,1,NA,NA,NA,NA,97,6,3
3292,1667,10,3,65,3,5,0,2,2,45,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,98,1,4,2,3,1,3,5,1,6,3,1,4,4,1,13,94,9,13,53,30,7,1,7,1,2,2,4,1,1,2,3,8,1,10,7,8,2,1,9,5,1,2,1,3,9,1,1,1,3,3,3,9,20,4,23,2,NA,NA,NA,NA,2,6,2
3292,1674,10,3,65,3,5,0,2,2,58,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,2,3,3,1,4,2,2,9,10,1,5,4,5,13,8,53,1,99,99,3,2,1,1,3,4,4,5,5,4,5,8,1,10,6,1,1,1,1,3,1,3,1,3,9,5,2,4,NA,9,3,9,20,4,24,2,NA,NA,NA,NA,17,6,6
3292,2040,10,3,65,3,5,0,2,2,52,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,1,1,4,3,1,5,2,1,1,8,1,8,4,1,53,8,1,53,8,6,4,4,2,4,7,3,3,6,3,3,3,6,2,9,5,4,4,4,2,7,1,3,5,3,14,4,1,1,2,1,3,9,20,4,21,3,NA,NA,NA,NA,4,6,1
3292,2167,10,3,65,3,5,0,1,2,23,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,3,2,1,4,3,2,2,3,9,10,3,1,5,4,2,13,53,94,21,53,51,99,99,99,99,99,9,9,99,5,99,99,99,99,99,99,99,99,99,99,99,1,3,5,3,10,1,2,1,2,3,4,9,20,5,18,1,NA,NA,NA,NA,99,6,2
3292,2486,10,3,65,3,5,0,1,2,60,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,2,NA,1,2,2,5,3,1,7,5,2,10,4,3,5,5,4,13,16,1,9,20,91,1,2,1,3,2,3,4,97,1,8,4,6,1,98,4,4,4,5,1,2,1,1,1,3,4,2,1,1,7,4,4,9,20,5,20,3,NA,NA,NA,NA,2,3,3
3292,2627,10,3,65,3,5,0,1,1,61,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,4,3,2,4,2,2,10,8,4,6,5,2,1,53,46,1,9,53,2,5,2,4,7,4,2,97,0,6,2,8,4,10,7,3,7,8,4,7,1,2,3,3,14,1,1,1,2,3,5,9,20,6,24,1,NA,NA,NA,NA,1,6,2
3292,1184,10,3,0,3,4,0,2,1,53,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,NA,1,2,3,2,1,5,3,1,5,98,2,9,10,1,5,5,4,11,37,90,50,8,3,1,5,1,9,8,4,2,3,4,10,1,6,98,10,6,1,5,8,1,7,1,3,4,3,4,6,1,1,1,3,2,9,20,3,16,4,NA,NA,NA,NA,18,3,2
3292,1376,10,3,0,3,2,0,2,2,38,1,5,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,5,6,1,4,2,2,1,9,3,5,4,2,94,96,21,22,99,99,6,6,6,6,6,3,4,1,1,1,5,8,3,8,6,6,6,6,6,6,1,3,1,3,4,3,5,4,NA,12,3,9,20,4,14,1,NA,NA,NA,NA,2,3,5
3292,12,10,3,0,3,3,0,2,2,76,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,3,2,1,4,3,1,5,4,2,6,8,1,3,5,2,51,8,53,53,8,20,1,4,1,1,6,4,8,96,5,6,3,7,1,10,6,3,6,1,1,7,1,2,8,2,NA,1,3,2,NA,4,1,9,20,2,21,3,NA,NA,NA,NA,96,1,3
3292,707,10,3,0,3,3,0,2,1,40,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,2,3,1,1,2,5,3,1,3,4,1,8,3,3,7,4,2,51,13,11,50,51,99,1,3,1,3,3,4,4,3,4,6,4,6,1,9,4,1,2,4,1,4,1,3,3,3,5,4,1,1,3,2,2,9,20,3,18,2,NA,NA,NA,NA,18,5,1
3292,470,10,3,0,3,3,0,2,2,26,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,NA,2,2,1,2,2,4,3,1,5,3,2,10,9,3,6,4,2,11,46,94,8,6,98,1,98,98,3,3,3,3,98,5,98,98,98,98,98,98,98,98,98,98,98,5,5,6,3,7,3,2,1,5,3,2,9,20,3,24,2,NA,NA,NA,NA,98,5,2
3292,2707,10,3,0,3,3,0,2,1,76,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,1,2,1,98,2,1,2,3,2,5,6,1,98,99,96,99,5,2,96,51,8,97,99,99,10,1,10,1,5,1,4,1,1,1,3,99,1,99,98,10,1,1,5,5,1,1,1,3,2,4,1,2,NA,4,5,9,20,6,17,2,NA,NA,NA,NA,2,2,3
3292,1048,10,3,0,3,2,0,2,2,44,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,5,3,8,98,99,2,10,5,1,96,4,2,13,6,22,22,6,8,1,1,1,1,1,4,4,97,5,5,98,98,98,98,98,1,1,1,1,1,1,3,3,3,11,3,1,4,NA,3,2,9,20,3,15,3,NA,NA,NA,NA,96,6,2
3292,2165,10,3,0,3,3,0,1,2,66,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,98,99,2,1,8,9,1,4,4,53,13,1,91,53,51,9,2,5,1,5,1,3,1,1,5,4,9,5,10,6,10,4,1,5,5,1,1,1,2,NA,4,1,2,NA,4,4,9,20,5,32,1,NA,NA,NA,NA,2,1,3
3292,933,10,3,0,3,3,0,2,1,64,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,1,3,2,1,1,3,1,7,4,1,1,8,5,4,2,2,53,8,9,97,99,99,7,2,6,1,6,1,3,1,1,3,4,7,2,10,6,8,2,1,5,5,1,1,1,3,14,6,2,1,2,2,2,9,20,3,16,3,NA,NA,NA,NA,2,6,1
3292,1219,10,3,0,3,3,0,2,2,45,1,2,1,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,3,4,2,3,10,4,5,2,2,46,92,11,29,96,97,7,4,9,1,2,3,4,96,2,1,6,10,1,10,7,7,4,1,8,4,1,2,1,3,5,6,1,1,3,5,2,9,20,3,23,4,NA,NA,NA,NA,7,5,4
3292,2103,10,3,0,3,3,0,2,1,59,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,1,3,2,1,5,3,3,99,4,2,51,97,99,6,29,97,4,4,2,2,2,4,8,6,3,5,3,6,4,10,6,2,3,3,2,5,1,3,1,3,9,1,1,4,NA,3,3,9,20,4,15,4,NA,NA,NA,NA,4,6,2
3292,2720,10,3,0,3,3,0,2,2,69,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,1,4,3,2,98,99,2,98,99,98,99,3,3,1,9,8,53,98,99,7,6,1,1,98,3,3,1,1,98,98,98,98,98,98,8,7,98,98,98,1,3,1,3,2,1,1,7,NA,3,5,9,20,6,11,2,NA,NA,NA,NA,2,2,2
3292,2725,10,3,0,3,3,0,2,2,43,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,1,1,5,7,1,2,5,2,3,10,3,7,5,3,13,96,1,1,22,51,1,1,1,1,1,4,4,6,5,5,7,10,7,10,6,1,1,1,1,3,5,3,8,3,7,4,1,5,NA,4,5,9,20,6,20,2,NA,NA,NA,NA,97,5,3
3292,182,10,3,0,3,4,0,2,2,64,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3,2,3,2,2,5,3,1,2,7,1,7,6,3,1,5,4,1,45,18,93,1,45,2,3,1,5,3,4,4,97,5,10,5,6,1,10,5,2,2,8,1,5,1,3,3,3,5,1,1,4,NA,3,1,9,20,2,32,3,NA,NA,NA,NA,77,5,2
3292,671,10,3,0,3,4,0,2,2,40,1,1,2,2,1,2,2,2,2,2,1,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,2,5,3,8,4,3,1,10,2,1,8,4,3,11,50,9,13,53,8,1,1,1,1,1,4,4,97,5,5,2,10,3,10,98,1,1,1,1,98,1,3,1,3,6,5,2,1,1,3,2,9,20,3,24,2,2,2,2,2,2,4,2
3292,818,10,3,0,3,4,0,2,2,46,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,1,1,2,4,1,2,3,2,2,8,3,5,3,5,4,1,48,6,9,22,6,6,5,3,3,5,3,3,97,3,5,3,8,1,9,5,6,5,4,1,5,1,2,1,3,7,1,1,1,4,3,2,9,20,3,16,3,NA,NA,NA,NA,4,5,2
3292,1359,10,3,0,3,4,0,2,1,47,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,NA,2,2,1,1,8,4,3,1,2,4,2,1,9,3,8,3,3,96,22,99,22,18,99,2,2,1,3,3,3,3,3,4,10,3,5,1,8,4,2,3,5,1,2,1,3,1,3,6,2,1,1,3,3,3,9,20,4,16,1,NA,NA,NA,NA,18,4,2
3292,1350,10,3,0,3,4,0,2,2,54,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,8,2,3,1,6,3,2,10,3,5,4,4,4,11,9,13,6,29,9,6,4,7,2,98,3,3,1,1,5,5,7,1,10,6,6,5,1,5,4,1,2,3,3,9,2,2,4,NA,5,3,9,20,4,31,1,NA,NA,NA,NA,2,6,4
3292,2279,10,3,0,3,4,0,1,1,44,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,3,6,2,4,1,1,9,4,2,53,46,1,53,97,99,3,1,3,1,5,1,4,1,1,5,3,10,1,10,5,5,2,1,2,5,1,3,3,3,9,5,1,1,5,5,4,9,20,5,19,2,NA,NA,NA,NA,2,6,4
3292,2892,10,3,0,3,2,0,2,2,24,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,8,2,3,2,4,7,2,6,10,9,8,3,5,53,94,1,53,20,97,8,5,5,3,5,3,3,1,1,1,1,10,3,10,4,6,4,1,2,3,1,2,4,3,5,2,2,1,5,3,7,9,20,1,19,3,NA,NA,NA,NA,2,5,2
3292,1856,10,3,0,3,3,0,2,1,22,1,2,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,1,1,3,2,2,5,3,2,3,4,2,6,10,3,5,5,4,94,53,51,8,1,93,1,1,1,1,1,4,4,3,4,5,98,98,98,98,98,1,1,1,1,1,1,3,1,3,4,4,2,4,NA,3,3,9,20,4,22,3,NA,NA,NA,NA,18,3,2
3292,1928,10,3,0,3,2,0,2,2,58,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,8,1,2,2,2,1,1,4,3,1,1,9,1,5,5,4,1,53,50,1,8,23,8,7,4,4,9,2,2,6,5,99,5,6,2,9,6,99,99,99,99,99,1,3,3,3,4,1,1,4,NA,4,3,9,20,4,19,3,NA,NA,NA,NA,4,3,3
3292,1792,10,3,0,3,3,0,2,2,63,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,3,2,1,8,1,8,1,5,2,98,99,3,9,5,3,53,90,6,97,99,99,9,1,9,1,6,2,4,1,1,5,5,5,1,98,2,10,1,1,10,8,1,3,3,3,6,2,1,1,9,3,3,9,20,4,20,3,NA,NA,NA,NA,2,4,2
3292,2171,10,3,0,3,3,0,1,2,43,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,6,2,2,3,1,3,5,4,1,8,19,53,53,98,99,6,5,3,1,5,2,2,98,5,5,4,7,1,10,6,98,98,98,98,98,8,2,3,3,9,2,1,1,1,3,4,9,20,5,18,1,NA,NA,NA,NA,99,6,2
3292,2256,10,3,0,3,3,0,1,2,64,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,1,9,1,1,2,2,2,3,1,6,7,1,1,9,96,5,5,2,1,16,99,6,16,99,99,99,99,99,99,2,9,99,5,99,99,99,99,99,99,99,99,99,99,99,1,9,9,3,6,6,2,1,3,3,4,9,20,5,18,2,NA,NA,NA,NA,99,4,2
3292,2581,10,3,0,3,3,0,1,2,68,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,4,3,1,97,99,2,5,1,1,3,5,5,53,1,13,8,53,98,1,5,1,6,98,4,8,97,5,98,98,6,1,6,98,1,5,5,1,98,1,3,8,3,2,2,5,8,NA,4,4,9,20,5,20,4,NA,NA,NA,NA,96,2,3
